KAYNAK,Rank,Ürün Adı,Kategori,Fiyat,Min. Sipariş,Link,Marka
amazon.csv,515,Scrikss Kartuş Dolma Kalem Kartuşu 6'lı Paket Kırmızı,Ofis ve Kırtasiye,"41,18 TL",,https://www.amazon.com.tr/Scrikss-Kartu%C5%9F-Dolma-Kartu%C5%9Fu-K%C4%B1rm%C4%B1z%C4%B1/dp/B07G18TLB8/ref=zg_bs_g_office-products_d_sccl_6/259-0420983-0527469?psc=1,
amazon.csv,516,Umur Ofis A4 Kağıt (80 gr 500 adet),Ofis ve Kırtasiye,"169,90 TL",,https://www.amazon.com.tr/Umur-Ofis-Ka%C4%9F%C4%B1t-500-adet/dp/B0FPCQF65B/ref=zg_bs_g_office-products_d_sccl_7/259-0420983-0527469?psc=1,
amazon.csv,517,"Rotring Jel Kalem 0.7 mm, Kırmızı - 2114438",Ofis ve Kırtasiye,"67,90 TL",,https://www.amazon.com.tr/Rotring-Jel-Kalem-0-7-K%C4%B1rm%C4%B1z%C4%B1/dp/B08GLJ2Q9C/ref=zg_bs_g_office-products_d_sccl_8/259-0420983-0527469?psc=1,
amazon.csv,518,"rOtring Fineliner, İnce Keçe Uçlu Kalem 0.4 mm, 10'lu Paket, Karışık Renkler",Ofis ve Kırtasiye,"349,00 TL",,https://www.amazon.com.tr/rOtring-Fineliner-Kalem-Kar%C4%B1%C5%9F%C4%B1k-Renkler/dp/B09XGF8Z3Y/ref=zg_bs_g_office-products_d_sccl_9/259-0420983-0527469?psc=1,
amazon.csv,519,"Rotring Super Polimer Kalem Ucu 0,7 mm 2B",Ofis ve Kırtasiye,"28,20 TL",,https://www.amazon.com.tr/rOtring-Super-Polimer-Kalem-Ucu/dp/B003GRDEDE/ref=zg_bs_g_office-products_d_sccl_10/259-0420983-0527469?psc=1,
amazon.csv,520,STABILO - İşaretleme Kalemi - BOSS ORIGINAL - Sarı,Ofis ve Kırtasiye,"54,99 TL",,https://www.amazon.com.tr/STABILO-BOSS-ORIGINAL-Fosforlu-Kalem/dp/B00008D8X6/ref=zg_bs_g_office-products_d_sccl_11/259-0420983-0527469?psc=1,
amazon.csv,521,"Rotring Roller Kalem 0.7 mm, Mavi",Ofis ve Kırtasiye,"71,25 TL",,https://www.amazon.com.tr/Rotring-Roller-Kalem-0-7-Mavi/dp/B09XG8NKSQ/ref=zg_bs_g_office-products_d_sccl_12/259-0420983-0527469?psc=1,
amazon.csv,522,Copier Bond A4 Fotokopi Kağıdı 5 Paket x 500 Sayfa Toplam 2500 Sayfa,Ofis ve Kırtasiye,"751,90 TL",,https://www.amazon.com.tr/Copier-Fotokopi-Ka%C4%9F%C4%B1d%C4%B1-Paket-Toplam/dp/B0BRKX6LCB/ref=zg_bs_g_office-products_d_sccl_13/259-0420983-0527469?psc=1,
amazon.csv,523,"rOtring 500 Mekanik Kurşun Kalem, 0,7 mm, Siyah",Ofis ve Kırtasiye,"539,90 TL",,https://www.amazon.com.tr/rOtring-Mekanik-Kur%C5%9Fun-Kalem-Siyah/dp/B00C1YNC4Y/ref=zg_bs_g_office-products_d_sccl_14/259-0420983-0527469?psc=1,
amazon.csv,524,"Retronote Mount Fuji Series I - A5, Hokusai 4'lü Defter Seti I, Çizgisiz, Toplam 256 Sayfa, Her biri 64 Sayfa, Tel Dikiş, Esnek Kapak, Oval Kenar, Tuval Doku, 60 gram, Sarı Krem Renk",Ofis ve Kırtasiye,"131,10 TL",,https://www.amazon.com.tr/Retronote-Hokusai-Defter-%C3%87izgisiz-14x21cm/dp/B0B6G7KFTF/ref=zg_bs_g_office-products_d_sccl_15/259-0420983-0527469?psc=1,
amazon.csv,525,"Rotring Tikky Hi-Polymer Mekanik Kurşun Kalem Ucu, 0,7Mm, 2B, 4'Lü Blister",Ofis ve Kırtasiye,"95,97 TL",,https://www.amazon.com.tr/Rotring-Hi-Polymer-Mekanik-Kur%C5%9Fun-Blister/dp/B003UM3POI/ref=zg_bs_g_office-products_d_sccl_16/259-0420983-0527469?psc=1,
amazon.csv,526,STABILO - İşaretleme Kalemi - Boss Original Pastel - Mavi,Ofis ve Kırtasiye,"77,35 TL",,https://www.amazon.com.tr/Stabilo-Original-Fosforlu-Kalem-Pastel/dp/B084C935N7/ref=zg_bs_g_office-products_d_sccl_17/259-0420983-0527469?psc=1,
amazon.csv,527,"Rotring Super Polimer Kurşun Kalem Ucu (2B), 4'lü Paket, 0.7 mm - 2094211",Ofis ve Kırtasiye,Fiyat Yok,,https://www.amazon.com.tr/Rotring-Super-Polimer-Kur%C5%9Fun-Kalem/dp/B08H8H974Q/ref=zg_bs_g_office-products_d_sccl_18/259-0420983-0527469?psc=1,
amazon.csv,528,"Artline Drawing System 0.4 Çizim Kalemi, 0.4 mm, Siyah",Ofis ve Kırtasiye,"85,00 TL",,https://www.amazon.com.tr/Artline-Drawing-System-%C3%87izim-Kalemi/dp/B003JNBNWO/ref=zg_bs_g_office-products_d_sccl_19/259-0420983-0527469?psc=1,
amazon.csv,529,Pelikan 4001 Yazı Mürekkebi 30ml Royal Mavi,Ofis ve Kırtasiye,"139,99 TL",,https://www.amazon.com.tr/Pelikan-PL301010YMRM-B%C3%BCt%C3%BCn-Markalar%C4%B1-Uyumlu/dp/B0009WFNAQ/ref=zg_bs_g_office-products_d_sccl_20/259-0420983-0527469?psc=1,
amazon.csv,530,"Scrikss Lumina Fosforlu Kalem Pasific, 4'lü Set, Pasific",Ofis ve Kırtasiye,"205,31 TL",,https://www.amazon.com.tr/Scrikss-Lumina-Fosforlu-Kalem-Pasific/dp/B0CWRTLNTF/ref=zg_bs_g_office-products_d_sccl_21/259-0420983-0527469?psc=1,
amazon.csv,531,2026 Atatürk Gemici Duvar Takvimi - Gazi,Ofis ve Kırtasiye,"165,00 TL",,https://www.amazon.com.tr/2026-Atat%C3%BCrk-Gemici-Duvar-Takvimi/dp/B0FMYMMLC5/ref=zg_bs_g_office-products_d_sccl_22/259-0420983-0527469?psc=1,
amazon.csv,532,"BIC Intensity Highlighter Grip Pastel Marker Fosforlu Kalem 6'lı Blister, Su Bazlı Mürekkep, 6 Pastel Renk, Kauçuk Tutaçlı",Ofis ve Kırtasiye,"148,77 TL",,https://www.amazon.com.tr/BIC-Highlighter-Pastellmarker-abgeschr%C3%A4gter-verschiedene/dp/B084371NZD/ref=zg_bs_g_office-products_d_sccl_23/259-0420983-0527469?psc=1,
amazon.csv,533,"Rotring Visuclick Versatil Kalem 3’lü Okul Seti, Uçlu Kalem 0.7 mm, 0.7 Uç 2B, Silgi Hediye - Mavi",Ofis ve Kırtasiye,Fiyat Yok,,https://www.amazon.com.tr/Rotring-Visuclick-Versatil-Kalem-Hediye/dp/B08GJ6C3KM/ref=zg_bs_g_office-products_d_sccl_24/259-0420983-0527469?psc=1,
amazon.csv,534,Scrikss Ofis Matri-X Versatil 0.5 mm Kırmızı,Ofis ve Kırtasiye,"213,00 TL",,https://www.amazon.com.tr/Scrikss-Office-Matri-X-Versatil-K%C4%B1rm%C4%B1z%C4%B1/dp/B09V4VZB15/ref=zg_bs_g_office-products_d_sccl_25/259-0420983-0527469?psc=1,
amazon.csv,535,Sahra A5 Eskiz Defteri - 90 gr. 100 yaprak Spiralli Kaliteli Sanatçı Çizim Defteri,Ofis ve Kırtasiye,"114,98 TL",,https://www.amazon.com.tr/Sketchbook-SAHRA-Spiralli-yaprak-Defteri/dp/B09HZX412Z/ref=zg_bs_g_office-products_d_sccl_26/259-0420983-0527469?psc=1,
amazon.csv,536,"Faber-Castell 1548 Fosforlu Kalem Sarı, Uzun Ömürlü, Yeniden Doldurulabilir, Dayanıklı Plastik Gövde",Ofis ve Kırtasiye,"59,94 TL",,https://www.amazon.com.tr/Faber-Castell-Fosforlu-Kalem-Sar%C4%B1-1548/dp/B000KJPEB6/ref=zg_bs_g_office-products_d_sccl_27/259-0420983-0527469?psc=1,
amazon.csv,537,"Parker Quink Dolma Kalem Şişe Mürekkebi, 57 Ml, Mavi-Siyah",Ofis ve Kırtasiye,"147,96 TL",,https://www.amazon.com.tr/PARKER-Quink-Dolma-M%C3%BCrekkebi-Mavi-Siyah/dp/B000J61TIM/ref=zg_bs_g_office-products_d_sccl_28/259-0420983-0527469?psc=1,
amazon.csv,538,"Uni-Ball UMN-207 Mekanik Jel Kalem, 0,7 mm, Siyah",Ofis ve Kırtasiye,"129,80 TL",,https://www.amazon.com.tr/Uni-Ball-UMN-207-Mekanik-Kalem-Siyah/dp/B001IVKJ9M/ref=zg_bs_g_office-products_d_sccl_29/259-0420983-0527469?psc=1,
amazon.csv,539,"Klasse Gaming Klavye ve Mouse Bilek Destek Seti, ErgoPad, Kaymaz Tabanlı, Nefes Alan Kumaş, Ağrı Önleyici (Siyah Destek Seti)",Ofis ve Kırtasiye,"629,90 TL",,https://www.amazon.com.tr/Klasse-ErgoPad-Tabanl%C4%B1-%C3%96nleyici-Deste%C4%9Fi/dp/B0DNNBGV2S/ref=zg_bs_g_office-products_d_sccl_30/259-0420983-0527469?psc=1,
amazon.csv,540,Scrikss Office Primeo Dolmakalem Set M Uç Mint,Ofis ve Kırtasiye,Fiyat Yok,,https://www.amazon.com.tr/Scrikss-Office-Primeo-Dolmakalem-Mint/dp/B0F78Y7HRF/ref=zg_bs_g_office-products_d_sccl_31/259-0420983-0527469?psc=1,
amazon.csv,541,"Copier Bond A4 Kağıt, 5’li Paket (Toplam 2500 yaprak)",Ofis ve Kırtasiye,"751,90 TL",,https://www.amazon.com.tr/Copier-Bond-Ka%C4%9F%C4%B1t-Adet-Paket/dp/B07DHSMPDT/ref=zg_bs_g_office-products_d_sccl_32/259-0420983-0527469?psc=1,
amazon.csv,542,"Rotring Visumax Versatil Uçlu Kalem, 0.7 mm, Koyu Yeşil",Ofis ve Kırtasiye,"100,00 TL",,https://www.amazon.com.tr/Rotring-Visumax-Versatil-Kalem-Ye%C5%9Fil/dp/B07RP178S7/ref=zg_bs_g_office-products_d_sccl_33/259-0420983-0527469?psc=1,
amazon.csv,543,"Pritt Stick Yapıştırıcı, Güvenli ve Çocuk Dostu El işi Yapıştırıcısı, Hızlı ve Pratik Yapıştıran Okul ve Ofis Malzemesi, 1x22g Pritt Stick Yapıştırıcı",Ofis ve Kırtasiye,"79,89 TL",,https://www.amazon.com.tr/Pritt-Original-Stick-Yap%C4%B1%C5%9Ft%C4%B1r%C4%B1c%C4%B1-22gr/dp/B00GLSQYUU/ref=zg_bs_g_office-products_d_sccl_34/259-0420983-0527469?psc=1,
amazon.csv,544,Scrikss Office Speed Jel Tükenmez Kalem Mavi 0.7 Mm,Ofis ve Kırtasiye,"59,25 TL",,https://www.amazon.com.tr/Scrikss-Speed-T%C3%BCkenmez-Kalem-Mavi/dp/B01M8ID56Q/ref=zg_bs_g_office-products_d_sccl_35/259-0420983-0527469?psc=1,
amazon.csv,545,"Kodak RGP4RRC-260-10X15 Inkjet Fotoğraf Kağıdı, 100 Adet, Mürekkepli Yazıcı Uyumlu",Ofis ve Kırtasiye,"345,00 TL",,https://www.amazon.com.tr/Kodak-RGP4RRC-260-10X15-Inkjet-Foto%C4%9Fraf-Ka%C4%9F%C4%B1d%C4%B1/dp/B07FNVH713/ref=zg_bs_g_office-products_d_sccl_36/259-0420983-0527469?psc=1,
amazon.csv,546,"Faber-Castell Tükenmez Kalem Seti, 10 Adet, 0.7 mm Uç, Yumuşak Yazım, Ergonomik Tutuş, Renkli Karışık",Ofis ve Kırtasiye,"136,26 TL",,https://www.amazon.com.tr/Faber-Castell-1425-T%C3%BCkenmez-Kalem-Adet/dp/B07JG6CXRY/ref=zg_bs_g_office-products_d_sccl_37/259-0420983-0527469?psc=1,
amazon.csv,547,"Faber-Castell Grip Plus 0.7 mm Versatil, Mavi",Ofis ve Kırtasiye,"379,04 TL",,https://www.amazon.com.tr/Faber-Castell-Grip-Plus-0-7mm-Versatil/dp/B000KJPDK8/ref=zg_bs_g_office-products_d_sccl_38/259-0420983-0527469?psc=1,
amazon.csv,548,"Orret Home Çift Taraflı Marker Kalem Seti, Profesyonel Kutulu Keçeli Kalem Seti, Çeşitli Renklerde Boya Markerlar, Sanatçılar ve Tasarımcılar İçin İdeal (12 Parça)",Ofis ve Kırtasiye,"278,90 TL",,https://www.amazon.com.tr/Orret-Home-Profesyonel-Sanat%C3%A7%C4%B1lar-Tasar%C4%B1mc%C4%B1lar/dp/B0DCNQ6MD3/ref=zg_bs_g_office-products_d_sccl_39/259-0420983-0527469?psc=1,
amazon.csv,549,Pensan Büro Mavi Tükenmez Kalem 50 Li Paket,Ofis ve Kırtasiye,"190,00 TL",,https://www.amazon.com.tr/Pensan-B%C3%BCro-T%C3%BCkenmez-Kalem-Paket/dp/B0BP71NVT5/ref=zg_bs_g_office-products_d_sccl_40/259-0420983-0527469?psc=1,
amazon.csv,550,Serve Deep Mekanik Kursun Kalem 07mm Gok Mavisi,Ofis ve Kırtasiye,"249,41 TL",,https://www.amazon.com.tr/Serve-SV-DEEP-07-GMAVI-Mekanik-Kur%C5%9Fun-Kalem/dp/B07BFMW1WP/ref=zg_bs_g_office-products_d_sccl_41/259-0420983-0527469?psc=1,
amazon.csv,551,"Klasse Çift Renk Dikişli PU Deri Masa Matı 80x40 Cm Mousepad, Su Geçirmez Masa Sümeni, Çift Taraflı Kullanım, Dizüstü Bilgisayar/Ofis/Ev için, Kaymaz Taban (Bej Ve Kahverengi)",Ofis ve Kırtasiye,"499,90 TL",,https://www.amazon.com.tr/Mousepad-Ge%C3%A7irmez-Kullan%C4%B1m-Bilgisayar-Kahverengi/dp/B0CBVXZ7YR/ref=zg_bs_g_office-products_d_sccl_42/259-0420983-0527469?psc=1,
amazon.csv,552,"Faber-Castell Tack-it Beyaz, 50 gr, 90 Parça, Yeniden Kullanılabilir Hamur Yapıştırıcı, Sökülebilir ve İz Bırakmaz",Ofis ve Kırtasiye,"115,46 TL",,https://www.amazon.com.tr/Faber-Tack-Hamur-Yap%C4%B1%C5%9Ft%C4%B1r%C4%B1c%C4%B1-5130187064/dp/B07D98ZJY8/ref=zg_bs_g_office-products_d_sccl_43/259-0420983-0527469?psc=1,
amazon.csv,553,"FABER-CASTELL GRIP Min 0.5 2B 60mm, 120'li Rose",Ofis ve Kırtasiye,"90,30 TL",,https://www.amazon.com.tr/F-C-Grip-Min-60mm-120li/dp/B0C549KP2G/ref=zg_bs_g_office-products_d_sccl_44/259-0420983-0527469?psc=1,
amazon.csv,554,"Rotring Rapid Versatil, Gizli Uçlu Kalem 0.7 mm, Beyaz",Ofis ve Kırtasiye,"274,99 TL",,https://www.amazon.com.tr/Rotring-Rapid-Mekanik-Kur%C5%9Fun-Kalem/dp/B08H8C6M2R/ref=zg_bs_g_office-products_d_sccl_45/259-0420983-0527469?psc=1,
amazon.csv,555,"Pritt Stick Yapıştırıcı, 3+1 Neon, Güvenli ve Çocuk Dostu El işi Yapıştırıcısı, Hızlı ve Pratik Yapıştıran Okul ve Ofis Malzemesi, 3x11g+1x10g Pritt Stick Yapıştırıcı",Ofis ve Kırtasiye,"114,84 TL",,https://www.amazon.com.tr/Pritt-Stick-Yap%C4%B1%C5%9Ft%C4%B1r%C4%B1c%C4%B1-3x11g-Ye%C5%9Fil/dp/B0CG1SCJSR/ref=zg_bs_g_office-products_d_sccl_46/259-0420983-0527469?psc=1,
amazon.csv,556,Wellhise HTC-1 Dijital Termometre Sıcaklık Ve Nem Ölçer Higrometre Masa Alarm,Otomotiv,"168,08 TL",,https://www.amazon.com.tr/Wellhise-HTC-1-Dijital-Termometre/dp/B09HMKZHX4/ref=zg_bs_g_automotive_d_sccl_1/259-0420983-0527469?psc=1,
amazon.csv,557,Numaratör Araç Park Kasa Çevirmeli Araç İçi Park Telefon Numaratör Park Numarası Parkmatik Araç Torpido Üstü Parktel Telefon Yazısı Siyah,Otomotiv,"94,20 TL",,https://www.amazon.com.tr/Jouis-Numarat%C3%B6r-Al%C3%BCminyum-%C3%87evirmeli-Parkmatik/dp/B0DLJ6FNM7/ref=zg_bs_g_automotive_d_sccl_2/259-0420983-0527469?psc=1,
amazon.csv,558,Dijital Temassız Ateş Ölçer Termometre Tabanca Model Hafızalı Pilli Bebek Çocuk Kedi Köpek Ortam Nesne Yemek Havuz,Otomotiv,"242,20 TL",,https://www.amazon.com.tr/Dijital-Temass%C4%B1z-Termometre-Tabanca-Haf%C4%B1zal%C4%B1/dp/B0F1DM7YJ2/ref=zg_bs_g_automotive_d_sccl_3/259-0420983-0527469?psc=1,
amazon.csv,559,"Orret Home HTC-1 Dijital Termometre,Masa Saati Ve Nem Ölçme Özellikli Dijital Termometre",Otomotiv,"159,00 TL",,https://www.amazon.com.tr/Orret-Home-Dijital-Termometre-%C3%96zellikli/dp/B0D2RRV6YM/ref=zg_bs_g_automotive_d_sccl_4/259-0420983-0527469?psc=1,
amazon.csv,560,"Bosch Home and Garden Easypump Elektrikli Hava Pompası Mini Kompresör, 3.0 Ah Akü, 3.6 V, Otomatik Durdurma Fonksiyonu, 150 Psi, 10.3 Bar, Led, Usb-C Şarj, Yeşil",Otomotiv,"2.398,99 TL",,https://www.amazon.com.tr/EasyPump-Elektrikli-Kompres%C3%B6r-Otomatik-Fonksiyonu/dp/B08HQHW4LS/ref=zg_bs_g_automotive_d_sccl_5/259-0420983-0527469?psc=1,
amazon.csv,561,Park Araç Içi Park Telefon Numarası Fosforlu Numaratör Oto Cam Kartı,Otomotiv,"53,40 TL",,https://www.amazon.com.tr/Park-Telefon-Numaras%C4%B1-Fosforlu-Numarat%C3%B6r/dp/B09J1RSVS5/ref=zg_bs_g_automotive_d_sccl_6/259-0420983-0527469?psc=1,
amazon.csv,562,STEEP Oto Cam Suyu -20 Derece Antifriz İçerikli 5 Lt,Otomotiv,"167,39 TL",,https://www.amazon.com.tr/STEEP-Suyu-Derece-Antifriz-%C4%B0%C3%A7erikli/dp/B0FHBC8C1Q/ref=zg_bs_g_automotive_d_sccl_7/259-0420983-0527469?psc=1,
amazon.csv,563,"Motosiklet Eldiveni Kışlık, Şehir İçi Kurye ve Günlük Sürüş İçin İdeal Rüzgar ve Soğuk Korumalı Dokunmatik Ekran Uyumlu, L Beden",Otomotiv,"599,00 TL",,https://www.amazon.com.tr/RVK-Kyncilor-Motosiklet-Eldiveni-Dokunmatik/dp/B0C69QZW3K/ref=zg_bs_g_automotive_d_sccl_8/259-0420983-0527469?psc=1,
amazon.csv,564,AEE® Kablosuz Güçlü Araç Süpürgesi ve Hava Üfleyici | 20000Pa Turbo Vakum Gücü | 3 Kademeli Fırçasız Motor | Şarjlı Mini El Süpürgesi | HEPA Filtreli Oto Süpürgesi | Ev Ofis Araba Temizlik Makinesi |,Otomotiv,"2.299,99 TL",,https://www.amazon.com.tr/Kablosuz-S%C3%BCp%C3%BCrgesi-%C3%9Cfleyici-Kademeli-F%C4%B1r%C3%A7as%C4%B1z/dp/B0G4HFH6KG/ref=zg_bs_g_automotive_d_sccl_9/259-0420983-0527469?psc=1,
amazon.csv,565,KOBB 12Volt Hava Lastik Şişirme Pompası,Otomotiv,"1.411,00 TL",,https://www.amazon.com.tr/KOBB-KB200-Dijital-G%C3%B6stergeli-Pompas%C4%B1/dp/B08BGK4HXR/ref=zg_bs_g_automotive_d_sccl_10/259-0420983-0527469?psc=1,
amazon.csv,566,Michelin MC31999 250ml Süper Konsantre Cam Suyu Katlısı Bahar Kokulu,Otomotiv,"230,00 TL",,https://www.amazon.com.tr/Michelin-MC31999-Konsantre-Katl%C4%B1s%C4%B1-Kokulu/dp/B07QCPGQ7V/ref=zg_bs_g_automotive_d_sccl_11/259-0420983-0527469?psc=1,
amazon.csv,567,Michelin MC92423 500ml Lastik Tamir Spreyi,Otomotiv,"627,86 TL",,https://www.amazon.com.tr/Michelin-MC92423-500ml-Lastik-Spreyi/dp/B01MR0QMKH/ref=zg_bs_g_automotive_d_sccl_12/259-0420983-0527469?psc=1,
amazon.csv,568,"Einhell Akü Şarj Cihazı CE-BC 4 M (Mikro işlemci kontrollü akıllı şarj cihazı, çeşitli akü tipleri için, otomobil/motosiklet dahil, maks. 4 Amper şarj akımı) - 1002225",Otomotiv,"1.374,60 TL",,https://www.amazon.com.tr/Einhell-i%C5%9Flemci-kontroll%C3%BC-otomobil-motosiklet/dp/B07WSQRHXT/ref=zg_bs_g_automotive_d_sccl_13/259-0420983-0527469?psc=1,
amazon.csv,569,Araç İçi Bagaj Eşya Düzenleyici Oto Organizer Çanta,Otomotiv,Fiyat Yok,,https://www.amazon.com.tr/D%C3%BCzenleyici-Organizer-Aksesuarlar%C4%B1-D%C3%BCzenleme-Toparlay%C4%B1c%C4%B1/dp/B0BMXYQKRX/ref=zg_bs_g_automotive_d_sccl_14/259-0420983-0527469?psc=1,
amazon.csv,570,Osram Lastik Şişirme Kompresörü Tyreinflate 200,Otomotiv,"810,00 TL",,https://www.amazon.com.tr/Osram-Lastik-%C5%9Ei%C5%9Firme-Kompres%C3%B6r%C3%BC-Tyreinflate/dp/B08JQK2CZK/ref=zg_bs_g_automotive_d_sccl_15/259-0420983-0527469?psc=1,
amazon.csv,571,Matte Lastik Kar Çorabı Kar Zinciri Muadili Yüksek Kalite Tekstil Kar Zinciri Superx Series (X-Large),Otomotiv,"869,00 TL",,https://www.amazon.com.tr/Matte-Zinciri-Muadili-Tekstil-X-Large/dp/B0BJQH1LYY/ref=zg_bs_g_automotive_d_sccl_16/259-0420983-0527469?psc=1,
amazon.csv,572,"Haegs Buz ve Kar Önleyici Araç Ön Cam Örtüsü Brandası | Ağır Hizmet Tipi 600D Oxford Kumaş | Arabalar, SUV`lar, Kamyonetler İçin Oto Ön Cam Koruyucu Güneşlik | Don Örtüsü (175x106cm) STD - Gri",Otomotiv,"789,90 TL",,https://www.amazon.com.tr/%C3%96nleyici-Brandas%C4%B1-Arabalar-Kamyonetler-175x106cm/dp/B0DYW83F9H/ref=zg_bs_g_automotive_d_sccl_17/259-0420983-0527469?psc=1,
amazon.csv,573,Würth 18 x 13 x 6 cm Araba Yıkama Süngeri,Otomotiv,"145,00 TL",,https://www.amazon.com.tr/W%C3%BCrth-Y%C4%B1kama-S%C3%BCngeri-Made-Germany/dp/B0797SG17M/ref=zg_bs_g_automotive_d_sccl_18/259-0420983-0527469?psc=1,
amazon.csv,574,"FETHİYE TOPTAN Geniş Torpido Fırçası, Klima ve Torpido Temizlik Aleti, Araç İçi Derinlemesine Temizlik Aparatı",Otomotiv,"79,20 TL",,https://www.amazon.com.tr/FETH%C4%B0YE-TOPTAN-Torpido-Temizlik-Derinlemesine/dp/B0F9XNDTXS/ref=zg_bs_g_automotive_d_sccl_19/259-0420983-0527469?psc=1,
amazon.csv,575,"Romofy Oto Bagaj Organizer [Kalın Keçe] - Kapaklı Toparlayıcı Bagaj Çantası - Araba Aksesuar Toparlayıcı, Araç Organizer - Altında ve Yanında Bagaja Yapışan Malzeme",Otomotiv,"279,00 TL",,https://www.amazon.com.tr/Romofy-Bagaj-Organizer-Kal%C4%B1n-Ke%C3%A7e/dp/B0FH2FRB8F/ref=zg_bs_g_automotive_d_sccl_20/259-0420983-0527469?psc=1,
amazon.csv,576,"Busstier Geniş Torpido Fırçası, Klima ve Torpido Temizlik Aleti, Araç İçi Derinlemesine Temizlik",Otomotiv,"68,90 TL",,https://www.amazon.com.tr/Busstier-Torpido-F%C4%B1r%C3%A7as%C4%B1-Temizlik-Derinlemesine/dp/B0D6XGZFS8/ref=zg_bs_g_automotive_d_sccl_21/259-0420983-0527469?psc=1,
amazon.csv,577,"Laiser Mini, Katlanabilir LED Ekranlı 17.000 PA 3ın1 Çekme-Vakum-Üfleme Özellikli Şarjlı Araç Süpürgesi",Otomotiv,"1.567,49 TL",,https://www.amazon.com.tr/Laiser-Katlanabilir-%C3%87ekme-Vakum-%C3%9Cfleme-%C3%96zellikli-S%C3%BCp%C3%BCrgesi/dp/B0FXXHGJ5C/ref=zg_bs_g_automotive_d_sccl_22/259-0420983-0527469?psc=1,
amazon.csv,578,BTO Paslanmaz Çelik Kokusuz Küllük Kül Tablası Rüzgar Geçirmez 12 cm Boy,Otomotiv,"319,90 TL",,https://www.amazon.com.tr/Paslanmaz-Kokusuz-K%C3%BCll%C3%BCk-Tablas%C4%B1-Ge%C3%A7irmez/dp/B0CWDNJMG2/ref=zg_bs_g_automotive_d_sccl_23/259-0420983-0527469?psc=1,
amazon.csv,579,Luti Concept Oto Araba Pencere Camı Buzdolabı Buzu Kar Buz Kırıcı Çek Çekli Terminatör Buz Kazıyıcı Oto Cam Temizleyici Buz Kazıyıcı,Otomotiv,"119,90 TL",,https://www.amazon.com.tr/Pencere-Buzdolab%C4%B1-Terminat%C3%B6r-Kaz%C4%B1y%C4%B1c%C4%B1-Temizleyici/dp/B0CK1LS1YM/ref=zg_bs_g_automotive_d_sccl_24/259-0420983-0527469?psc=1,
amazon.csv,580,"Nasiol Glasshield Araç Nano Yağmur Kaydırıcı Ve Su İtici Sprey-50 Ml-2 Yıl Etkili-Cam Koruma,Otomobil,Motosiklet Cam,Ayna Su Kaydırıcı,Yağmur Tutmaz Nano Kaplama",Otomotiv,"456,00 TL",,https://www.amazon.com.tr/Nasiol-Glasshield-Kayd%C4%B1r%C4%B1c%C4%B1-%C4%B0tici-Etkili/dp/B071XD4KY1/ref=zg_bs_g_automotive_d_sccl_25/259-0420983-0527469?psc=1,
amazon.csv,581,Michelin MC12266 12Volt 120 PSI Dijital Basınç Göstergeli Hava Pompası,Otomotiv,"2.930,69 TL",,https://www.amazon.com.tr/Michelin-MC12266-Dijital-G%C3%B6stergeli-Pompas%C4%B1/dp/B00IERQC80/ref=zg_bs_g_automotive_d_sccl_26/259-0420983-0527469?psc=1,
amazon.csv,582,"Busstier Çevirmeli Ayarlı Torpido Üstü Silindir Numaratör, Telefon Numarası Gösterici, Pratik ve Şık Tasarım, Kolay Kullanım",Otomotiv,"78,90 TL",,https://www.amazon.com.tr/Busstier-%C3%87evirmeli-Silindir-Numarat%C3%B6r-G%C3%B6sterici/dp/B0DSVB4YGT/ref=zg_bs_g_automotive_d_sccl_27/259-0420983-0527469?psc=1,
amazon.csv,583,Spark 7050 Mikrofiber Şönil Oto Temizlik ve Kurulama Eldiveni 16x24 cm. GRİ,Otomotiv,"145,00 TL",,https://www.amazon.com.tr/Spark-7050-Mikrofiber-Temizlik-Kurulama/dp/B0B38YTFNN/ref=zg_bs_g_automotive_d_sccl_28/259-0420983-0527469?psc=1,
amazon.csv,584,BODYGARD Motosiklet Brandası Su Geçirmez Motor Branda Beden - SIYAH (MEDIUM),Otomotiv,"599,00 TL",,https://www.amazon.com.tr/BODYGUARD-Motosiklet-Brandas%C4%B1-Ge%C3%A7irmez-Branda/dp/B0D2G2B551/ref=zg_bs_g_automotive_d_sccl_29/259-0420983-0527469?psc=1,
amazon.csv,585,"Busstier Teleskopik Oto Yıkama Mopu, Çok Fonksiyonlu Araba Temizleme Fırçası, Yedek Bezli",Otomotiv,"250,90 TL",,https://www.amazon.com.tr/Busstier-Teleskopik-Fonksiyonlu-Temizleme-F%C4%B1r%C3%A7as%C4%B1/dp/B0CYP4TH64/ref=zg_bs_g_automotive_d_sccl_30/259-0420983-0527469?psc=1,
amazon.csv,586,UTRAI Jstar Mini 13000mAh 1000A Jump Starter Taşınabilir Akü Takviye Cihazı ( Powerbank + Led Lamba),Otomotiv,"3.749,00 TL",,https://www.amazon.com.tr/UTRAI-Jstar-Mini-Ta%C5%9F%C4%B1nabilir-Powerbank/dp/B08NJR6RX2/ref=zg_bs_g_automotive_d_sccl_31/259-0420983-0527469?psc=1,
